PATH;ID;REFERENCE;LABEL;WEIGHT;NATURE;TYPE;STATUS;DESCRIPTION;PRE_REQUISITE;CREATED_ON;CREATED_BY;LAST_MODIFIED_ON;LAST_MODIFIED_BY;ACTION;EXPECTED_RESULT
ThingsPro Gateway V2/Gateway/Network Settings/WIFI;84;02;Connect to Wi-Fi AP (SCAN);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:45 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;Given Wifi page;
ThingsPro Gateway V2/Gateway/Network Settings/WIFI;84;02;Connect to Wi-Fi AP (SCAN);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:45 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;"When click ""Enable Wireless Client""";
ThingsPro Gateway V2/Gateway/Network Settings/WIFI;84;02;Connect to Wi-Fi AP (SCAN);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:45 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;"And click ""Add"" icon";
ThingsPro Gateway V2/Gateway/Network Settings/WIFI;84;02;Connect to Wi-Fi AP (SCAN);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:45 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;"And click ""Client""";
ThingsPro Gateway V2/Gateway/Network Settings/WIFI;84;02;Connect to Wi-Fi AP (SCAN);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:45 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;"And click ""SCAN""";
ThingsPro Gateway V2/Gateway/Network Settings/WIFI;84;02;Connect to Wi-Fi AP (SCAN);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:45 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;"And select an ""AP""";
ThingsPro Gateway V2/Gateway/Network Settings/WIFI;84;02;Connect to Wi-Fi AP (SCAN);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:45 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;"And enter the ""password""";
ThingsPro Gateway V2/Gateway/Network Settings/WIFI;84;02;Connect to Wi-Fi AP (SCAN);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:45 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;"And click""Save""";
ThingsPro Gateway V2/Gateway/Network Settings/WIFI;84;02;Connect to Wi-Fi AP (SCAN);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:45 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;Then show successful message;
ThingsPro Gateway V2/Gateway/Network Settings/WIFI;85;03;Set IP settings (DHCP);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:45 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;Given Connect to Wi-Fi AP;
ThingsPro Gateway V2/Gateway/Network Settings/WIFI;85;03;Set IP settings (DHCP);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:45 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;"When click ""IP settings""";
ThingsPro Gateway V2/Gateway/Network Settings/WIFI;85;03;Set IP settings (DHCP);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:45 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;"And click ""DHCP""";
ThingsPro Gateway V2/Gateway/Network Settings/WIFI;85;03;Set IP settings (DHCP);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:45 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;"And click""Save""show successful message";
ThingsPro Gateway V2/Gateway/Network Settings/WIFI;86;04;Set IP settings (Static IP);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:45 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;Given Connect to Wi-Fi AP;
ThingsPro Gateway V2/Gateway/Network Settings/WIFI;86;04;Set IP settings (Static IP);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:45 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;"When click ""IP settings""";
ThingsPro Gateway V2/Gateway/Network Settings/WIFI;86;04;Set IP settings (Static IP);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:45 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;"And click ""Static IP""";
ThingsPro Gateway V2/Gateway/Network Settings/WIFI;86;04;Set IP settings (Static IP);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:45 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;"And enter ""ip"",""Netmask"",""Gateway"",""DNS1"",""DNS2""";
ThingsPro Gateway V2/Gateway/Network Settings/WIFI;86;04;Set IP settings (Static IP);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:45 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;"And click ""Save""";
ThingsPro Gateway V2/Gateway/Network Settings/WIFI;86;04;Set IP settings (Static IP);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:45 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;Then show successful message;
ThingsPro Gateway V2/Gateway/Network Settings/WIFI;87;05;Connect to Wi-Fi AP after reboot;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:45 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;Given Connect to Wi-Fi AP;
ThingsPro Gateway V2/Gateway/Network Settings/WIFI;87;05;Connect to Wi-Fi AP after reboot;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:45 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;When reboot system;
ThingsPro Gateway V2/Gateway/Network Settings/WIFI;87;05;Connect to Wi-Fi AP after reboot;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:45 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;And wait system restart;
ThingsPro Gateway V2/Gateway/Network Settings/WIFI;87;05;Connect to Wi-Fi AP after reboot;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:45 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;Then Wi-Fi connect;
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;89;01;View cellular settings;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1.instert SIM card

2.insert module";;6/18/18 11:47 PM;tingt_yen;8/10/18 2:28 AM;tingt_yen;Given cellular page;
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;89;01;View cellular settings;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1.instert SIM card

2.insert module";;6/18/18 11:47 PM;tingt_yen;8/10/18 2:28 AM;tingt_yen;Given Ethernet page;
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;89;01;View cellular settings;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1.instert SIM card

2.insert module";;6/18/18 11:47 PM;tingt_yen;8/10/18 2:28 AM;tingt_yen;"When click ""Settings""";
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;89;01;View cellular settings;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1.instert SIM card

2.insert module";;6/18/18 11:47 PM;tingt_yen;8/10/18 2:28 AM;tingt_yen;"And click ""ETH0""";
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;89;01;View cellular settings;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1.instert SIM card

2.insert module";;6/18/18 11:47 PM;tingt_yen;8/10/18 2:28 AM;tingt_yen;"And click ""Static IP""";
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;89;01;View cellular settings;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1.instert SIM card

2.insert module";;6/18/18 11:47 PM;tingt_yen;8/10/18 2:28 AM;tingt_yen;And type correct parameters;"Static IP for eth0
IP Address Mode: Static IP
IP: 192.168.3.38
Netmask: 255.255.255.0
Gateway: 192.168.3.254
DNS 1: 8.8.8.8
DNS 2: 8.8.4.4"
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;89;01;View cellular settings;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1.instert SIM card

2.insert module";;6/18/18 11:47 PM;tingt_yen;8/10/18 2:28 AM;tingt_yen;"And click ""Save""";
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;89;01;View cellular settings;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1.instert SIM card

2.insert module";;6/18/18 11:47 PM;tingt_yen;8/10/18 2:28 AM;tingt_yen;"And click ""status""";
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;89;01;View cellular settings;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1.instert SIM card

2.insert module";;6/18/18 11:47 PM;tingt_yen;8/10/18 2:28 AM;tingt_yen;Then show successful message;
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;89;01;View cellular settings;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1.instert SIM card

2.insert module";;6/18/18 11:47 PM;tingt_yen;8/10/18 2:28 AM;tingt_yen;And all information is correct;
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;89;01;View cellular settings;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1.instert SIM card

2.insert module";;6/18/18 11:47 PM;tingt_yen;8/10/18 2:28 AM;tingt_yen;When Information loading finish;
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;89;01;View cellular settings;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1.instert SIM card

2.insert module";;6/18/18 11:47 PM;tingt_yen;8/10/18 2:28 AM;tingt_yen;Then Display correct information;"Basic Information
Network Information
Data Usage
Connection Keep Alive"
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;90;02;Enable cellular connection;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1.instert SIM card (with PIN code and APN)

2.insert module

 ";;6/18/18 11:47 PM;tingt_yen;8/12/18 10:12 PM;tingt_yen;Given cellular page;
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;90;02;Enable cellular connection;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1.instert SIM card (with PIN code and APN)

2.insert module

 ";;6/18/18 11:47 PM;tingt_yen;8/12/18 10:12 PM;tingt_yen;"When click ""Settings""";
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;90;02;Enable cellular connection;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1.instert SIM card (with PIN code and APN)

2.insert module

 ";;6/18/18 11:47 PM;tingt_yen;8/12/18 10:12 PM;tingt_yen;"And click ""Enable""";
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;90;02;Enable cellular connection;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1.instert SIM card (with PIN code and APN)

2.insert module

 ";;6/18/18 11:47 PM;tingt_yen;8/12/18 10:12 PM;tingt_yen;And select Use Static APN;
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;90;02;Enable cellular connection;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1.instert SIM card (with PIN code and APN)

2.insert module

 ";;6/18/18 11:47 PM;tingt_yen;8/12/18 10:12 PM;tingt_yen;And APN: internet;
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;90;02;Enable cellular connection;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1.instert SIM card (with PIN code and APN)

2.insert module

 ";;6/18/18 11:47 PM;tingt_yen;8/12/18 10:12 PM;tingt_yen;"And click ""Save""";
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;90;02;Enable cellular connection;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1.instert SIM card (with PIN code and APN)

2.insert module

 ";;6/18/18 11:47 PM;tingt_yen;8/12/18 10:12 PM;tingt_yen;"And click ""status""";
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;90;02;Enable cellular connection;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1.instert SIM card (with PIN code and APN)

2.insert module

 ";;6/18/18 11:47 PM;tingt_yen;8/12/18 10:12 PM;tingt_yen;Then Get IP, netmask, DNS, and default gateway within 1 minutes;$ ip a show
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;90;02;Enable cellular connection;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1.instert SIM card (with PIN code and APN)

2.insert module

 ";;6/18/18 11:47 PM;tingt_yen;8/12/18 10:12 PM;tingt_yen;And Default gateway changed to cellular's setting;$ ip route
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;90;02;Enable cellular connection;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1.instert SIM card (with PIN code and APN)

2.insert module

 ";;6/18/18 11:47 PM;tingt_yen;8/12/18 10:12 PM;tingt_yen;And DNS changed to cellular's settings;$ cat /etc/resolv.conf
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;91;03;Enable cellular connection with different APN;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"Pre-Conditions
1. Prepare two valid SIM card (with PIN code and APN differ to each other)
1st SIM: internet
2nd SIM: TPC.FDCS.GPRS.117
2. Insert 1st SIM card and dialing success as Case 2
3. Reject 1st SIM card and insert 2nd SIM card";;6/18/18 11:49 PM;tingt_yen;8/10/18 2:35 AM;tingt_yen;Given cellular page;
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;91;03;Enable cellular connection with different APN;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"Pre-Conditions
1. Prepare two valid SIM card (with PIN code and APN differ to each other)
1st SIM: internet
2nd SIM: TPC.FDCS.GPRS.117
2. Insert 1st SIM card and dialing success as Case 2
3. Reject 1st SIM card and insert 2nd SIM card";;6/18/18 11:49 PM;tingt_yen;8/10/18 2:35 AM;tingt_yen;"When click ""Settings""";
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;91;03;Enable cellular connection with different APN;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"Pre-Conditions
1. Prepare two valid SIM card (with PIN code and APN differ to each other)
1st SIM: internet
2nd SIM: TPC.FDCS.GPRS.117
2. Insert 1st SIM card and dialing success as Case 2
3. Reject 1st SIM card and insert 2nd SIM card";;6/18/18 11:49 PM;tingt_yen;8/10/18 2:35 AM;tingt_yen;"And click ""Enable""";
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;91;03;Enable cellular connection with different APN;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"Pre-Conditions
1. Prepare two valid SIM card (with PIN code and APN differ to each other)
1st SIM: internet
2nd SIM: TPC.FDCS.GPRS.117
2. Insert 1st SIM card and dialing success as Case 2
3. Reject 1st SIM card and insert 2nd SIM card";;6/18/18 11:49 PM;tingt_yen;8/10/18 2:35 AM;tingt_yen;And Select Use Static APN;
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;91;03;Enable cellular connection with different APN;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"Pre-Conditions
1. Prepare two valid SIM card (with PIN code and APN differ to each other)
1st SIM: internet
2nd SIM: TPC.FDCS.GPRS.117
2. Insert 1st SIM card and dialing success as Case 2
3. Reject 1st SIM card and insert 2nd SIM card";;6/18/18 11:49 PM;tingt_yen;8/10/18 2:35 AM;tingt_yen;And APN: TPC.FDCS.GPRS.117;
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;91;03;Enable cellular connection with different APN;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"Pre-Conditions
1. Prepare two valid SIM card (with PIN code and APN differ to each other)
1st SIM: internet
2nd SIM: TPC.FDCS.GPRS.117
2. Insert 1st SIM card and dialing success as Case 2
3. Reject 1st SIM card and insert 2nd SIM card";;6/18/18 11:49 PM;tingt_yen;8/10/18 2:35 AM;tingt_yen;"And click ""status""";
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;91;03;Enable cellular connection with different APN;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"Pre-Conditions
1. Prepare two valid SIM card (with PIN code and APN differ to each other)
1st SIM: internet
2nd SIM: TPC.FDCS.GPRS.117
2. Insert 1st SIM card and dialing success as Case 2
3. Reject 1st SIM card and insert 2nd SIM card";;6/18/18 11:49 PM;tingt_yen;8/10/18 2:35 AM;tingt_yen;Then Get IP, netmask, DNS, and default gateway within 5 minutes;$ ip a show
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;91;03;Enable cellular connection with different APN;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"Pre-Conditions
1. Prepare two valid SIM card (with PIN code and APN differ to each other)
1st SIM: internet
2nd SIM: TPC.FDCS.GPRS.117
2. Insert 1st SIM card and dialing success as Case 2
3. Reject 1st SIM card and insert 2nd SIM card";;6/18/18 11:49 PM;tingt_yen;8/10/18 2:35 AM;tingt_yen;And Default gateway changed to cellular's setting;$ ip route
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;91;03;Enable cellular connection with different APN;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"Pre-Conditions
1. Prepare two valid SIM card (with PIN code and APN differ to each other)
1st SIM: internet
2nd SIM: TPC.FDCS.GPRS.117
2. Insert 1st SIM card and dialing success as Case 2
3. Reject 1st SIM card and insert 2nd SIM card";;6/18/18 11:49 PM;tingt_yen;8/10/18 2:35 AM;tingt_yen;And DNS changed to cellular's settings;$ cat /etc/resolv.conf
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;92;04;Enable cellular connection with PDP cid;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1. Prepare a valid SIM card (with PIN code and APN)
2. Insert the SIM card
3.Apply the following AT command to add a PDP context: 
AT+CGDCONT=3,""IP"",""internet""";;6/18/18 11:49 PM;tingt_yen;8/10/18 3:02 AM;tingt_yen;Given cellular page;
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;92;04;Enable cellular connection with PDP cid;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1. Prepare a valid SIM card (with PIN code and APN)
2. Insert the SIM card
3.Apply the following AT command to add a PDP context: 
AT+CGDCONT=3,""IP"",""internet""";;6/18/18 11:49 PM;tingt_yen;8/10/18 3:02 AM;tingt_yen;"When click ""Settings""";
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;92;04;Enable cellular connection with PDP cid;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1. Prepare a valid SIM card (with PIN code and APN)
2. Insert the SIM card
3.Apply the following AT command to add a PDP context: 
AT+CGDCONT=3,""IP"",""internet""";;6/18/18 11:49 PM;tingt_yen;8/10/18 3:02 AM;tingt_yen;"And click ""Enable""";
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;92;04;Enable cellular connection with PDP cid;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1. Prepare a valid SIM card (with PIN code and APN)
2. Insert the SIM card
3.Apply the following AT command to add a PDP context: 
AT+CGDCONT=3,""IP"",""internet""";;6/18/18 11:49 PM;tingt_yen;8/10/18 3:02 AM;tingt_yen;And Unselect Use Static APN;
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;92;04;Enable cellular connection with PDP cid;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1. Prepare a valid SIM card (with PIN code and APN)
2. Insert the SIM card
3.Apply the following AT command to add a PDP context: 
AT+CGDCONT=3,""IP"",""internet""";;6/18/18 11:49 PM;tingt_yen;8/10/18 3:02 AM;tingt_yen;And Packet Data Protocol: 3;
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;92;04;Enable cellular connection with PDP cid;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1. Prepare a valid SIM card (with PIN code and APN)
2. Insert the SIM card
3.Apply the following AT command to add a PDP context: 
AT+CGDCONT=3,""IP"",""internet""";;6/18/18 11:49 PM;tingt_yen;8/10/18 3:02 AM;tingt_yen;"And click ""Save""";
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;92;04;Enable cellular connection with PDP cid;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1. Prepare a valid SIM card (with PIN code and APN)
2. Insert the SIM card
3.Apply the following AT command to add a PDP context: 
AT+CGDCONT=3,""IP"",""internet""";;6/18/18 11:49 PM;tingt_yen;8/10/18 3:02 AM;tingt_yen;"And click ""status""";
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;92;04;Enable cellular connection with PDP cid;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1. Prepare a valid SIM card (with PIN code and APN)
2. Insert the SIM card
3.Apply the following AT command to add a PDP context: 
AT+CGDCONT=3,""IP"",""internet""";;6/18/18 11:49 PM;tingt_yen;8/10/18 3:02 AM;tingt_yen;Then Get IP, netmask, DNS, and default gateway within 5 minutes;$ ip a show
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;92;04;Enable cellular connection with PDP cid;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1. Prepare a valid SIM card (with PIN code and APN)
2. Insert the SIM card
3.Apply the following AT command to add a PDP context: 
AT+CGDCONT=3,""IP"",""internet""";;6/18/18 11:49 PM;tingt_yen;8/10/18 3:02 AM;tingt_yen;And Default gateway changed to cellular's setting;$ ip route
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;92;04;Enable cellular connection with PDP cid;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;"1. Prepare a valid SIM card (with PIN code and APN)
2. Insert the SIM card
3.Apply the following AT command to add a PDP context: 
AT+CGDCONT=3,""IP"",""internet""";;6/18/18 11:49 PM;tingt_yen;8/10/18 3:02 AM;tingt_yen;And DNS changed to cellular's settings;$ cat /etc/resolv.conf
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;93;05;Disable cellular connection;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:49 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;Calls : Enable cellular connection;
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;93;05;Disable cellular connection;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:49 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;Given cellular page;
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;93;05;Disable cellular connection;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:49 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;"When click ""Settings""";
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;93;05;Disable cellular connection;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:49 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;"And click ""disable""";
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;93;05;Disable cellular connection;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:49 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;Then IP released;$ ip a show
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;93;05;Disable cellular connection;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:49 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;And Default gateway changed;
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;95;07;Celluler reconnect (after reboot system);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:51 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;Calls : Enable cellular connection;
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;95;07;Celluler reconnect (after reboot system);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:51 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;Given Home page;
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;95;07;Celluler reconnect (after reboot system);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:51 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;When click Reboot system;
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;95;07;Celluler reconnect (after reboot system);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:51 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;And Navigate to cellular;
ThingsPro Gateway V2/Gateway/Network Settings/Cellular Setting;95;07;Celluler reconnect (after reboot system);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/18/18 11:51 PM;tingt_yen;6/19/18 2:30 AM;tingt_yen;Then Display correct information;
